,Connectivity_Index,First_ROI_Index,First_ROI_Name,Second_ROI_Index,Second_ROI_Name,P_Values,ASD_Mean,TD_Mean,ASD_STD,TD_STD,Dominant_Group
0,1333,44,Precuneus (44),45,"Anterior cingulate cortex ([ACC], 45)",4.822149292688106e-05,0.20671343542101459,0.32350615175389025,0.24749763086548346,0.24858227398865876,TD
1,1345,45,"Anterior cingulate cortex ([ACC], 45)",49,"Posterior cingulate cortex ([PCC], 49)",7.125563711210067e-05,0.3066474543110237,0.4191080138401602,0.2446487384597059,0.24447550026848325,TD
2,185,4,Caudate (4),37,"Hippocampus ([HiPP], 37)",0.00011312734644149896,0.17255737240687322,0.056621780301820704,0.2517897890887374,0.26623806650368426,ASD
3,980,25,"Middle temporal gyrus ([MTG], 25)",34,"Supplementary motor area ([SMA], 34)",0.0001937271690126447,-0.013783032216869034,-0.11151369495385041,0.23826751843855837,0.21631038810179698,ASD
4,646,15,"Superior parietal lobule ([SPL], 15)",25,"Middle temporal gyrus ([MTG], 25)",0.00021547294278222447,0.08777420877462931,0.19144426541400197,0.24102918281444397,0.24363786395809162,TD
5,1216,35,"Superior frontal gyrus ([SFG], 35)",45,"Anterior cingulate cortex ([ACC], 45)",0.0002190286320933066,0.15641887509875063,0.2515944664259261,0.23356659037535432,0.21291620113475668,TD
6,1215,35,"Superior frontal gyrus ([SFG], 35)",44,Precuneus (44),0.00047068436651250125,0.16721983317400024,0.2726612490228691,0.2616927743465835,0.26077776906092437,TD
7,1247,37,"Hippocampus ([HiPP], 37)",43,Precuneus (43),0.0005350334674784494,-0.08056787605153662,-0.0038750033818031274,0.19310689050351096,0.19085158750008982,TD
8,390,9,"Left postcentral gyrus ([L PoCG], 9)",12,"Superior parietal lobule ([SPL], 12)",0.0006525601590803777,0.24847047493119687,0.3513355077857965,0.25344828541588404,0.26845436965912284,TD
9,1220,35,"Superior frontal gyrus ([SFG], 35)",49,"Posterior cingulate cortex ([PCC], 49)",0.0006596394815777496,0.33011636267796546,0.43071752905808985,0.26889471512887725,0.24413005630126988,TD
10,1115,30,"Right inferior frontal gyrus ([R IFG], 30)",44,Precuneus (44),0.0007067335614169721,-0.08045294863742267,-0.17281974632372546,0.21224397410012993,0.2557366996961701,ASD
11,307,7,"Middle temporal gyrus ([MTG], 7)",18,"Middle occipital gyrus ([MOG], 18)",0.0008239030779106186,-0.17367367713558762,-0.08931191155856982,0.21715786194607045,0.2200221313257724,TD
12,643,15,"Superior parietal lobule ([SPL], 15)",22,Fusiform gyrus (22),0.000824537298967015,-0.05400983161361887,0.037242008124775634,0.21682852116575527,0.25263646593518424,TD
13,58,2,Subthalamus/hypothalamus (2),9,"Left postcentral gyrus ([L PoCG], 9)",0.0008902393664267179,0.09603187640678378,0.014974391449476866,0.20881189933161085,0.21384990420044866,ASD
14,618,14,"Precentral gyrus ([PreCG], 14)",35,"Superior frontal gyrus ([SFG], 35)",0.0010927556656565962,-0.12417386171875247,-0.2335147474647177,0.3055361889892747,0.27648118321320164,ASD
15,983,25,"Middle temporal gyrus ([MTG], 25)",37,"Hippocampus ([HiPP], 37)",0.0013156763980435868,0.09474008409171919,0.007034247806171599,0.20907695232321574,0.25884605411149986,ASD
16,1336,44,Precuneus (44),48,Precuneus (48),0.00135404263608693,0.11841145587603054,0.21078011003816774,0.25145237693541755,0.24894274551485235,TD
17,1038,27,Insula (27),39,"Middle cingulate cortex ([MCC], 39)",0.001500605102889165,0.1557749992786741,0.07161143222865288,0.22280958606510323,0.2362660210915706,ASD
18,893,22,Fusiform gyrus (22),34,"Supplementary motor area ([SMA], 34)",0.0016453766433261754,-0.04370533155459598,-0.12023288702354305,0.2136277927263177,0.20867882154358822,ASD
19,1184,33,"Left inferior parietal lobue ([R IPL], 33)",50,"Cerebellum ([CB], 50)",0.0017489587350643515,0.05149320479203708,0.13586630281134612,0.21446024003611272,0.249898850944862,TD
20,282,6,"Superior temporal gyrus ([STG], 6)",39,"Middle cingulate cortex ([MCC], 39)",0.0019262261438890273,0.014143240353895876,-0.06675808539975084,0.21144791003651944,0.23886797385203234,ASD
21,800,19,"Middle temporal gyrus ([MTG], 19)",37,"Hippocampus ([HiPP], 37)",0.002360828036200829,-0.006032179284980756,-0.10137722651956624,0.2708195857777287,0.2735969049860255,ASD
22,189,4,Caudate (4),41,"Middle frontal gyrus ([MiFG], 41)",0.0026775789319400723,-0.022481068120081667,0.058836689560845694,0.23392550904775658,0.23637497209486452,TD
23,1277,39,"Middle cingulate cortex ([MCC], 39)",44,Precuneus (44),0.00322353235065537,-0.07694964839592226,0.002991237120072627,0.23809563628436847,0.2337352800531925,TD
24,1324,43,Precuneus (43),45,"Anterior cingulate cortex ([ACC], 45)",0.00323658650236448,0.12836646311301345,0.20597825473802214,0.2446671377758737,0.2143160781468436,TD
25,778,18,"Middle occipital gyrus ([MOG], 18)",49,"Posterior cingulate cortex ([PCC], 49)",0.003394375228547852,0.09666369310518601,0.018269709788613826,0.23829693761210272,0.22729126080776396,ASD
26,1291,40,"Inferior frontal gyrus ([IFG], 40)",45,"Anterior cingulate cortex ([ACC], 45)",0.003470216136616473,-0.04752827019608596,-0.13159852177236003,0.26844981788840644,0.2324470971515218,ASD
27,1069,28,"Superior medial frontal gyrus ([SMFG], 28)",45,"Anterior cingulate cortex ([ACC], 45)",0.003502815565594326,0.3020883569738233,0.38585445442080724,0.2519803186844726,0.2468848240936223,TD
28,261,6,"Superior temporal gyrus ([STG], 6)",18,"Middle occipital gyrus ([MOG], 18)",0.0035626675604123587,-0.1549529882855357,-0.08622725789818711,0.21186555246542185,0.19857371233543047,TD
29,851,21,"Right middle occipital gyrus ([R MOG], 21)",23,"Inferior occipital gyrus ([IOG], 23)",0.003661694580236373,0.35252076286137196,0.44956249787161034,0.28620982252121674,0.2936323773648462,TD
30,1149,32,"Inferior parietal lobule ([IPL], 32)",35,"Superior frontal gyrus ([SFG], 35)",0.0041265321602750316,0.058243283346486846,-0.02890829850132402,0.26644872304009065,0.261967053815855,ASD
31,158,4,Caudate (4),10,"Paracentral lobule ([ParaCL], 10)",0.0041663123771468035,-0.025256858136290125,-0.10285559089651229,0.2418792917291361,0.22951621376982864,ASD
