,Connectivity_Index,First_ROI_Index,First_ROI_Name,Second_ROI_Index,Second_ROI_Name,P_Values,ASD_Mean,TD_Mean,ASD_STD,TD_STD,Dominant_Group
0,1333,44,Precuneus (44),45,"Anterior cingulate cortex ([ACC], 45)",3.172545757329296e-08,0.15874633058100956,0.31623285917720506,0.2542810405475485,0.21478938085910643,TD
1,1068,28,"Superior medial frontal gyrus ([SMFG], 28)",44,Precuneus (44),2.848874743973282e-06,0.129264367270088,0.26507691211531453,0.26762788758269995,0.2139850049426881,TD
2,1337,44,Precuneus (44),49,"Posterior cingulate cortex ([PCC], 49)",5.889440700862424e-06,0.3597208861130632,0.5041842688345038,0.28477690651868875,0.2452427214850868,TD
3,1263,38,"Left inferior parietal lobule ([L IPL], 38)",44,Precuneus (44),1.0893516528297656e-05,-0.15335646831472138,-0.2671161094985489,0.22978706456341277,0.20046410940883255,ASD
4,587,13,"Paracentral lobule ([ParaCL], 13)",43,Precuneus (43),3.104349322334406e-05,-0.012821600065372063,-0.1191733015750985,0.2161273777884425,0.20828453713136733,ASD
5,1178,33,"Left inferior parietal lobue ([R IPL], 33)",44,Precuneus (44),8.011018678777167e-05,-0.20658816008164863,-0.31041176287966793,0.23857815985198635,0.20094402506623935,ASD
6,4,1,Caudate (1),6,"Superior temporal gyrus ([STG], 6)",9.096101478193619e-05,-0.024089544410993296,-0.11575926044089413,0.19838337172607262,0.1916701720211561,ASD
7,1266,38,"Left inferior parietal lobule ([L IPL], 38)",47,"Anterior cingulate cortex ([ACC], 47)",9.581403223879342e-05,-0.08636719315646,-0.19069204359696687,0.2046915488644792,0.23600696753042216,ASD
8,1019,26,"Inferior parietal lobule ([IPL], 26)",46,"Posterior cingulate cortex ([PCC], 46)",0.00016181960979793033,0.1417832132604602,0.24229052371535423,0.2238057550488404,0.21998961476657017,TD
9,1181,33,"Left inferior parietal lobue ([R IPL], 33)",47,"Anterior cingulate cortex ([ACC], 47)",0.00017765603658531886,-0.0935884423114145,-0.1976494344254398,0.2428388842880394,0.22076659996904513,ASD
10,185,4,Caudate (4),37,"Hippocampus ([HiPP], 37)",0.00021745326694759336,0.16764550713716914,0.06503787152857428,0.2059067681511382,0.24994599090858496,ASD
11,1345,45,"Anterior cingulate cortex ([ACC], 45)",49,"Posterior cingulate cortex ([PCC], 49)",0.00021841699636403046,0.34336031813287216,0.448131284292252,0.24264398482143734,0.23029057379085427,TD
12,1070,28,"Superior medial frontal gyrus ([SMFG], 28)",46,"Posterior cingulate cortex ([PCC], 46)",0.00022205747657843417,0.06830827547781183,0.1684607397243649,0.23277909936730387,0.21990403112354615,TD
13,1108,30,"Right inferior frontal gyrus ([R IFG], 30)",37,"Hippocampus ([HiPP], 37)",0.0002487367512515828,0.01244049574503956,-0.07095415261135782,0.17368776263462357,0.20178498480224086,ASD
14,1067,28,"Superior medial frontal gyrus ([SMFG], 28)",43,Precuneus (43),0.00030176025020962514,-0.021772937731955756,0.09417664446706904,0.28452450300871457,0.2520931513827637,TD
15,712,17,"Calcarine gyrus ([CalcarineG], 17)",18,"Middle occipital gyrus ([MOG], 18)",0.0003183694871795708,0.21041874049369666,0.08965348252813672,0.3049912614837404,0.25641678434240733,ASD
16,1264,38,"Left inferior parietal lobule ([L IPL], 38)",45,"Anterior cingulate cortex ([ACC], 45)",0.0004183858393406105,-0.19021120742011693,-0.29226655563100795,0.24576514179995784,0.2371423071485554,ASD
17,722,17,"Calcarine gyrus ([CalcarineG], 17)",28,"Superior medial frontal gyrus ([SMFG], 28)",0.00047466407960446757,-0.1427146026209436,-0.04726489597070865,0.2281506119570554,0.22731828144024754,TD
18,222,5,Thalamus (5),26,"Inferior parietal lobule ([IPL], 26)",0.0004834343472815496,-0.06666693580967348,0.019450873127483656,0.20044267350552142,0.21001049563722413,TD
19,1215,35,"Superior frontal gyrus ([SFG], 35)",44,Precuneus (44),0.0005109843894899908,0.15956259987022708,0.2663647287484926,0.2731073980080323,0.24139147123021462,TD
20,1290,40,"Inferior frontal gyrus ([IFG], 40)",44,Precuneus (44),0.0006165746009891853,-0.040387337441504086,-0.13975270745217158,0.25612971454759004,0.2296589140285546,ASD
21,1208,35,"Superior frontal gyrus ([SFG], 35)",37,"Hippocampus ([HiPP], 37)",0.0006681437353935917,0.008209660092712632,-0.07201085185572004,0.19612045556662658,0.19712431430314287,ASD
22,1324,43,Precuneus (43),45,"Anterior cingulate cortex ([ACC], 45)",0.000695169523878366,0.05791503126835455,0.15261287734294054,0.25295940140035794,0.21489398671172538,TD
23,1207,35,"Superior frontal gyrus ([SFG], 35)",36,"Middle frontal gyrus ([MiFG], 36)",0.0007209821768285253,0.008157909386401895,-0.09856576400723567,0.24834119517750303,0.27507218847358134,ASD
24,202,5,Thalamus (5),6,"Superior temporal gyrus ([STG], 6)",0.0008032530174948324,0.05347494030180683,-0.04369639338617125,0.2427058274038989,0.2412298657488086,ASD
25,199,4,Caudate (4),51,"Cerebellum ([CB], 51)",0.0008083299267648262,-0.08375531369874388,0.002050779583132032,0.23535252024329253,0.19396457045425103,TD
26,1179,33,"Left inferior parietal lobue ([R IPL], 33)",45,"Anterior cingulate cortex ([ACC], 45)",0.0008705823525306004,-0.21224138501561457,-0.30609149822661424,0.2594240071181018,0.21310049422369048,ASD
27,1293,40,"Inferior frontal gyrus ([IFG], 40)",47,"Anterior cingulate cortex ([ACC], 47)",0.0008781877867053012,0.012665601655801897,-0.07880335090682683,0.22226726930316587,0.23520939142381428,ASD
28,1335,44,Precuneus (44),47,"Anterior cingulate cortex ([ACC], 47)",0.0009264847539898418,0.107702747324641,0.19434516080883416,0.21556493421594358,0.22059044737369227,TD
29,772,18,"Middle occipital gyrus ([MOG], 18)",43,Precuneus (43),0.0010503190951296774,-0.05447893073126198,-0.14554937050473535,0.2519541014818536,0.21405291693528863,ASD
30,1016,26,"Inferior parietal lobule ([IPL], 26)",43,Precuneus (43),0.0011426396974307158,0.15146417405900967,0.2462341459385809,0.24987062636293073,0.23758452853191378,TD
31,1227,36,"Middle frontal gyrus ([MiFG], 36)",39,"Middle cingulate cortex ([MCC], 39)",0.0012358109966715098,0.1844693724490197,0.0927407243910839,0.2601083891689028,0.21614068149083082,ASD
32,1273,39,"Middle cingulate cortex ([MCC], 39)",40,"Inferior frontal gyrus ([IFG], 40)",0.0014107551559948241,0.05075814313407896,-0.03484976676817409,0.22437461079360013,0.22359381874886292,ASD
