,SC,SC,SC,SC,SC,AUD,AUD,SM,SM,SM,SM,SM,SM,SM,SM,SM,VIS,VIS,VIS,VIS,VIS,VIS,VIS,VIS,VIS,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,DM,DM,DM,DM,DM,DM,DM,CB,CB,CB,CB
SC,1.0,0.08812509989261377,0.053523185291019584,0.3205209753850697,0.2356511030430805,-0.1157592604408942,-0.06874082953723101,-0.05666388986841793,-0.09713420879566544,-0.05766768348163169,-0.10829986483027983,-0.12911450667636515,-0.05834457990659752,-0.04699881384546328,-0.15609491156391467,-0.10175718214394285,-0.06884137708530927,-0.10137015722994758,-0.08341746760660057,-0.12173974129254303,-0.13296848859525406,-0.0744413856457569,-0.13012909749377313,-0.09849598728528376,-0.09181296382057023,0.05742338871658493,0.06288379452275998,0.11939945039565787,0.039469135063588554,0.01691375352020916,0.005740733635808753,-0.025233041633021255,-0.10331290322307313,0.023290770953425854,0.0834783271894572,0.003614990142121203,0.0072512405045527415,-0.11022745635264286,0.10520801483029216,0.0037040174018608033,0.0935433685007472,0.01688421350851776,-0.001110412490108094,0.060834403725501085,0.11900439894273769,0.03005410823955879,0.11588680968367462,-0.06856546068603192,0.07234095265881521,0.027172563375495465,0.09579506868559565,0.0731648685735742,0.06899439908897569
SC,0.08812509989261377,1.0,0.21102320852627096,0.17959430034248194,0.13172525752124997,0.012233002964846263,0.08125103399865273,0.06288085804673527,0.009939250475092977,-0.08877807309076079,0.039988625297149395,-0.009012101462665692,0.043971009780353655,-0.005943727486725113,-0.0743448951774451,0.006710499875464849,0.00292630779779516,0.028744128626572066,-0.005371428459830973,-0.004473479998768934,0.017831808844966043,0.014648093498300116,0.022692269318576597,0.024387037206168354,0.037209928994749064,-0.04724319130466884,0.03729598275203962,-0.0878975979272556,-0.04179246991587955,0.015438377179618398,-0.016246587234136935,-0.028924993484229167,0.05660151351717462,-0.05177960193316332,-0.05342754980949887,-0.0013884541289811004,-0.011117945024558078,0.03219446931478136,0.0002072224431898159,0.009514636859341613,-0.0577858200756818,0.1453595602092076,-0.060363539612775415,-0.023237242085704626,-0.047180740862193093,-0.047902351990710454,-0.0462676652822033,-0.1170303928027543,-0.09317834926900528,0.048116861043023124,-0.08071731817306996,0.11929869638510347,-0.013733189649422498
SC,0.053523185291019584,0.21102320852627096,1.0,0.26953303383552984,0.14263289311198374,0.1076810335443695,0.15194835451075359,0.10316678596323302,0.02733616140122445,-0.0956335471103584,0.029276243916487952,0.00025160595028396335,0.07183990845303552,0.05876220878913874,-0.030589966075544213,0.012852517896492551,-0.023416523264842174,0.011007893224489166,0.045578292742646034,-0.025420432482137958,0.02049806585957633,0.056644995549773536,0.023976018364519725,0.0072053468031389855,0.039075248627522596,-0.09601545323389021,0.09969834664275731,-0.08487811983421999,0.012169772087265274,0.05648215170082608,-0.015051179356026912,-0.01836480087820398,0.09000155562622214,-0.004564843860140292,-0.07423869304027392,0.049047791478110996,0.024914635101982795,0.09504432955351957,-0.03483958574683374,0.025655426491232012,-0.0504280035740647,0.11992826341807537,-0.0931069607782208,-0.08275582292888192,-0.06213612828132227,-0.017094753573060496,-0.07873731490905776,-0.07682658555061304,-0.09132458490369175,0.02957863938289404,-0.10288604818554542,0.04290034338673128,-0.024599314378721322
SC,0.3205209753850697,0.17959430034248194,0.26953303383552984,1.0,0.1745765714001523,0.024649265327256715,0.057091599183015256,0.004694467698463195,-0.03937818346401603,-0.08743232909977643,-0.041945675207614934,-0.07605124156657994,-0.0033555515861070314,-0.0033196488263546203,-0.094798475038864,-0.036076402077743326,-0.057299323006228906,-0.038423380170701314,-0.013049819504561763,-0.07847112172372066,-0.07211382452261784,-0.02135504089098749,-0.07012457614100732,-0.051443352823665495,-0.005353646370050193,-0.01158235322012395,0.1487924577506859,0.028901849577092548,0.02397253549306883,0.03739816056046477,-0.04655923483536676,-0.024961542776287458,-0.013921278959914062,0.03331716192965886,0.015719669437296625,0.07015474695045336,0.06503787152857428,-0.018936871129098396,0.028283167652348843,0.010365910769180198,0.05419037582580413,0.035610114041333726,-0.024325427643035392,-0.025988255262798573,0.08736960109791245,0.01263878636608854,0.08490209210069087,-0.08260888143228527,0.001385610210082058,0.027957076546957466,0.002050779583132039,0.03374537860238554,0.013556275419930656
SC,0.2356511030430805,0.13172525752124997,0.14263289311198374,0.1745765714001523,1.0,-0.043696393386171255,-0.001811513932275365,-0.015176078973782323,-0.0030959727220977585,-0.02984359259650505,-0.004795344963123357,-0.015142487108851846,0.019101843765284704,0.05597265690462926,-0.03606607804408906,-0.055570555819682614,-0.0025257512946730426,-0.031562161515167726,-0.023648589029697388,-0.03435364967148941,-0.05911189523265524,0.024832638799112985,-0.03039096958833376,-0.0027000687052761117,-0.005728601582512729,0.01945087312748368,0.08470894384587314,-0.007864736103460813,-0.011928687217881788,0.0033787422122206145,-0.014956454546907765,0.0006064335958727303,-0.0009729492167416389,-0.008520453306482939,0.01150782320351137,0.027524728028943884,0.08608761390547745,-0.010311911885937696,0.014962665841546069,-0.013067099121082938,-0.02113216046633309,0.08383334076406858,0.007191941994910016,0.03343787027783611,0.011122310272029968,0.062240137395939685,0.001249705297105261,-0.0029161375883772073,0.00038694113111827484,0.09142092392662297,0.0009655080279313005,0.058698555163260994,0.00059724092921157
AUD,-0.1157592604408942,0.012233002964846263,0.1076810335443695,0.024649265327256715,-0.043696393386171255,1.0,0.45647299578872397,0.2058582231580885,0.147794000494177,0.07198730579729576,0.17683680924705275,0.16381458477593286,0.043071760264791766,0.08878571067763201,0.03771048023641393,0.14316274942413354,0.041207730497691164,0.05747285316435103,0.1300376574384524,0.08974591814932642,0.06833047088426347,0.020209251359023416,0.0679037883867474,0.10182176121596732,0.04272817503275604,-0.18481290467781494,0.061966738803396336,-0.16418912478614453,-0.028977854356713593,0.03168558054697689,-0.14866462357824217,-0.027836118846704092,0.16077848727299177,0.005039864010947028,-0.17151446381341237,0.056487843152240584,-0.005600870037482317,0.15115489372210003,-0.13507793792078532,-0.00974285679961896,-0.13721406552928225,0.03557032153105628,-0.09996529686536192,-0.12745507291537,-0.08560549513436398,-0.06923697439036508,-0.06609438862384744,-0.03414363195038518,-0.16175304655484118,-0.03208858128262163,-0.15726058031705883,-0.0608935330871366,-0.09936469726959478
AUD,-0.06874082953723101,0.08125103399865273,0.15194835451075359,0.057091599183015256,-0.001811513932275365,0.45647299578872397,1.0,0.24647612444113357,0.129277199858822,-0.0014389820239678372,0.1452066964109774,0.1015633778093542,0.14462495078963108,0.1621895933483494,0.05100381101932062,0.11618407972938069,-0.005709073511954335,0.10017306518183114,0.030060037616142236,0.12092874096496464,0.13418942123697455,0.08904193138075862,0.14630843259725781,0.11705244561378304,0.07374691342347105,-0.2685027368069395,0.14193854414399343,-0.30676912165256703,-0.05434823453948705,0.009196111075144703,-0.1537263880557123,0.02697489845297084,0.23979346940407645,-0.043788806758660676,-0.3179005595531875,0.11686589903025998,0.01940796060984643,0.2499319602554035,-0.11044955213934061,-0.011188074559767714,-0.15669558887648918,0.11614161936769345,-0.14841524521478028,-0.23777522514567073,-0.18501673213047248,-0.12711467861561013,-0.12363961040548409,-0.09606956913268994,-0.33505883976783696,0.04450913404181563,-0.18347421112758203,-0.020393374665409334,-0.08486360237789495
SM,-0.05666388986841793,0.06288085804673527,0.10316678596323302,0.004694467698463195,-0.015176078973782323,0.2058582231580885,0.24647612444113357,1.0,0.26644485172536364,0.07741325381423692,0.26179488299454406,0.1567389272918667,0.09426429677153052,0.16879371602635165,0.07017190384868804,0.2655767630990377,-0.026015882340716123,0.11143758193418571,0.04762842049098021,0.07024226363537135,0.13411924719114146,0.0608250293665177,0.13210877714074237,0.07074917989699088,0.08500449831681219,-0.1847572256520078,-0.05945060567249754,-0.18544469223275867,-0.05983571858757857,-0.03827751100548735,-0.05665711050420256,-0.0294990385276289,0.20616158991637928,-0.04476351601138858,-0.18204386895592645,-0.002988149624852034,-0.007578751201300371,0.19130295178712192,-0.08975418140219878,-0.045492632889602584,-0.1802162271778763,0.08383053112972379,-0.18876802349220762,-0.15287004266245566,-0.18330558214122336,-0.12497439066819492,-0.08237913380572073,-0.08276784465696899,-0.21973452096529458,0.010992325140539013,-0.1029533182834309,0.0240297927678392,-0.03263398099242257
SM,-0.09713420879566544,0.009939250475092977,0.02733616140122445,-0.03937818346401603,-0.0030959727220977585,0.147794000494177,0.129277199858822,0.26644485172536364,1.0,0.2628114818238549,0.45793255213074374,0.36941372466074696,0.1483230438268602,0.16545586929014347,0.16219648100965803,0.2772519388958964,-0.015450242163959061,0.10010658497570216,0.016566997047342,0.07952758709169183,0.12201031029995363,0.060533297646873166,0.11857462831537956,0.07435535849935968,0.10106843588216295,-0.1852764203702381,-0.12698604906749392,-0.1970670381989371,-0.13611918682112498,-0.11964179125978752,-0.11346727330390924,-0.034521882372871744,0.16441393690456044,-0.0645537146526245,-0.1773399717890425,-0.03903988256827673,0.005043319588313313,0.16776826062430183,-0.12908063919345922,-0.08888638420316515,-0.2176693401626298,0.071902958554382,-0.15878737701556891,-0.12657260572846457,-0.19337344130091594,-0.1305873180574593,-0.05809247817463802,-0.02059335990896333,-0.1929003851672295,-0.04813470936735215,-0.12398242091193439,-0.02327804296709598,-0.059867246698224554
SM,-0.05766768348163169,-0.08877807309076079,-0.0956335471103584,-0.08743232909977643,-0.02984359259650505,0.07198730579729576,-0.0014389820239678372,0.07741325381423692,0.2628114818238549,1.0,0.24074420661095103,0.4259593582311959,-0.01583198386041324,0.09837773833485115,0.13564175458727726,0.11665381093001904,-0.04918501925618367,0.004018333348392565,-0.04304326566367093,-0.0035391117639626706,0.010696179251555521,-0.07313306183455352,-0.0031015847741318638,0.004153416987257274,-0.011301009862812156,-0.08654827931969351,-0.16011451005864305,-0.04915509368295706,-0.0667688418567756,-0.0915392366879759,-0.09568478248011075,-0.04600519179748199,0.020862159515063494,0.009213650969784597,-0.09571489778012597,-0.029616509270944346,0.029796269766660558,0.021745727238750883,-0.09484933799554833,-0.046149755617285494,-0.10650243964581506,-0.004652278506639124,-0.07359949793468228,-0.008196649784922424,-0.08119445200526178,-0.06452845381175994,0.0013444483659737353,0.12366570051539219,-0.03978436399646358,-0.1070966343074136,-0.022510238266547196,-0.1129674424688139,-0.0489102890862859
SM,-0.10829986483027983,0.039988625297149395,0.029276243916487952,-0.041945675207614934,-0.004795344963123357,0.17683680924705275,0.1452066964109774,0.26179488299454406,0.45793255213074374,0.24074420661095103,1.0,0.35028700770301846,0.16736896056955564,0.16447485678036972,0.15858407737661262,0.27387145433269044,-0.012483788582462076,0.10073819827209447,0.023573862861029984,0.07949492308305844,0.1284582595346448,0.07170410560687383,0.12650380213091617,0.08422029795496314,0.123508467225345,-0.17640995642811988,-0.13598390384635053,-0.2085887451592326,-0.12403293653219753,-0.10304598848887571,-0.11061941851495088,-0.03396581406572744,0.21929429205768605,-0.07791660950998068,-0.20809614249537323,-0.03722105290630191,0.03092039577982432,0.1541801235281135,-0.14568264604275258,-0.0662441860344734,-0.2342594162303177,0.08267450707428789,-0.1680576220373764,-0.12445064242218294,-0.18655750356465575,-0.13835976478828593,-0.0711164849803447,-0.019254931392703453,-0.2143930593488997,-0.021937592692703067,-0.14792278472944845,-0.039354945108996855,-0.09787522439465238
SM,-0.12911450667636515,-0.009012101462665692,0.00025160595028396335,-0.07605124156657994,-0.015142487108851846,0.16381458477593286,0.1015633778093542,0.1567389272918667,0.36941372466074696,0.4259593582311959,0.35028700770301846,1.0,0.12709469843374985,0.08332697991687317,0.2362120910836524,0.1663933239284268,-0.014368077762842687,0.042873202821094886,0.034773048544811586,0.058027478479789535,0.09694906413667503,0.010036730184798993,0.1020457520295099,0.04762103497409031,0.09488726975657095,-0.175751838916039,-0.14698614006522756,-0.17602050001537609,-0.1166172309395014,-0.13223102193794076,-0.1708319806672094,-0.04033499173306737,0.14332267629347148,-0.07324304637722699,-0.16796123524856973,-0.01727231375777174,0.03751615900251053,0.12153673388663301,-0.12106365569018335,-0.08028819751234739,-0.1981929535557801,0.04949011778168863,-0.09752601903558338,-0.06795418868361941,-0.1475889520879978,-0.09501947269782646,-0.03580215352334313,0.12405455773528822,-0.162724236183782,-0.028882238076601095,-0.13110308410673718,-0.05247880616924612,-0.07647142013351171
