,SC,SC,SC,SC,SC,AUD,AUD,SM,SM,SM,SM,SM,SM,SM,SM,SM,VIS,VIS,VIS,VIS,VIS,VIS,VIS,VIS,VIS,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,DM,DM,DM,DM,DM,DM,DM,CB,CB,CB,CB
SC,1.0,0.10290673779279559,0.11512234680254534,0.3338694004790902,0.23161291665783462,-0.03181661086440964,0.03575926172468801,-0.00129056414206464,-0.05556234938223463,-0.08045585707044675,-0.06073692801904762,-0.08744016389509554,0.026349762592911514,-0.018857935550598323,-0.1057212263188185,-0.07068566678359842,-0.05977714251754609,-0.03775397667478015,-0.05776518872176869,-0.07224684820292052,-0.06835890402999767,-0.029937357391581244,-0.05951184397016246,-0.055885843784370906,-0.04998132111361721,-0.027540184287448297,0.07138336165500131,0.015506193463685205,0.012080542431943793,-0.010748703490710861,-0.002270083129045789,-0.054082933036606017,-0.009532088956195653,-0.020346231136460294,0.006677790671113926,-0.002143914578597882,0.02763311419427879,-0.024545671375618566,0.05317737899554321,-0.010281771087264,0.02606930798896089,0.04603417174415055,-0.058670961472836576,-0.014731968617621717,0.08579267588568158,-0.00173784813544643,0.08006824881210846,-0.08169552432609496,-0.024016458607780296,0.019230187337578707,0.02798278362508908,0.03852626735017637,0.027143492508718576
SC,0.10290673779279559,1.0,0.17295427921779127,0.18348850373754466,0.12344209585618157,-0.008093453607320757,0.06229977953981084,0.07054634686008113,-0.020559789247927767,-0.1283806495703669,-0.01399939086672921,-0.06565231313315988,0.02744445015782841,-0.0446932789663995,-0.13991912180868407,-0.013242324555988597,-0.024665768838970085,0.015500020159674749,0.006933923894521458,-0.04664901213660913,-0.004389040095457603,0.027747362381470558,-0.019946149904386878,-0.01940465447387153,0.018724887930064552,-0.034545853322863536,0.06489256156635748,-0.05957305689786029,-0.021593994727553727,0.012397248113852542,-0.020681172059217667,-0.03493419194255627,0.016777562889352237,-0.03900438271697565,0.0001523933389102543,-0.017065511536299562,-0.009477072613925431,-0.012369869649109883,0.054637948402459724,0.016565316897735282,-0.02737714386409572,0.14548773123415018,-0.06688232441589664,-0.008173589816531724,-0.00777766969901408,-0.04659874562278097,-0.009544157825788489,-0.12018867686402661,-0.07201908930444673,0.06084491242733208,-0.058062122165169594,0.14684098428937353,0.02854093472343373
SC,0.11512234680254534,0.17295427921779127,1.0,0.3210832915518567,0.1693971608900191,0.09016442291490505,0.15905037750906384,0.08263408331671578,-0.005245138470134022,-0.1254726792167154,-0.04606282406173794,-0.05755564484379812,0.07242843233804269,0.023769277552970047,-0.09096624629375868,-0.028739607587806026,-0.0042526785434401256,-0.005044357061958365,0.0657598948074533,-0.03932264108251671,0.0033687906049780056,0.053821925452547346,-0.012755172307840915,0.0013670138538063475,0.0037470852188147934,-0.08290043472073604,0.14137304467567402,-0.028709873212100084,0.0664831831833991,0.06670456649228515,-0.003774785534824876,-0.007467558341977161,0.03468839569636766,0.031064095888343326,-0.002492362316647842,0.015238835223106846,-0.010991480665152301,0.06501680876122003,0.008224573068438578,0.01884109916501211,0.010927621345448581,0.1389781846717146,-0.09158987665984596,-0.051503993921887085,0.005944801762278405,0.0014850523866835133,-0.03171867380438567,-0.08398951892515127,-0.04723337817959376,-0.0006660120215204082,-0.12551281425212743,0.03837574774536013,-0.023080476673099388
SC,0.3338694004790902,0.18348850373754466,0.3210832915518567,1.0,0.20126056396613,0.05229419281015609,0.100296114309456,0.019129764498256017,-0.03245082490578583,-0.1011927346976997,-0.048604272441955476,-0.06072213299462824,0.029880588705641194,0.017171270396406185,-0.07822736141328715,-0.03577871353830993,-0.0461788689758975,-0.015220974717906559,-0.0036307257315722156,-0.03645933256583117,-0.03967333442723989,0.010501454838525376,-0.06276044346870882,-0.019816384438534,0.01188082131608747,-0.04956147470685362,0.16050325493164644,0.002730056301318701,0.04593543325468171,0.03156251509297561,-0.006794359913078646,-0.0010853731743699676,0.04044375739102612,0.030516706463200257,0.011166340756079349,0.04946767059129586,0.05225372954409315,0.03599166998858767,0.021928905183761775,0.035978218270149874,0.0464897028487958,0.03384947225281779,-0.05956993061326426,-0.07083600998799723,0.10811434795205986,0.005266381813562662,0.07041867108914349,-0.06072379437251251,-0.031779400698394175,0.02111927680769948,-0.054141466235118334,0.01146396906438538,-0.004344891571686205
SC,0.23161291665783462,0.12344209585618157,0.1693971608900191,0.20126056396613,1.0,-0.007418208538989226,0.036441870892332466,0.0036271613823706896,0.013424425946432476,-0.036467918879308794,0.003289815086508279,-0.012280358718335152,0.04008445859177847,0.06238091838665403,-0.023916341449724092,-0.057216011183392416,0.029034813144943876,-0.01415333683207998,0.006967725823781489,-0.002038939009626741,-0.03165398456756543,0.02540514381707941,-0.025075996584271752,0.030179769556117064,-0.020864967687963983,-0.01239908646618689,0.0851951608785628,-0.0157028027495065,-0.00848699261452588,-0.007846405857708273,-0.013727957710129432,-0.01785699633059686,0.0030405258627163355,-0.01982864963385799,0.020188809595829638,0.024037733126325896,0.07688806471165627,0.002222728920380452,0.011192425297361868,-0.029217626164049153,-0.03357875179194721,0.0679984800595337,0.014767107390351773,0.03495787217955897,0.028429849299112363,0.06307415873226033,-0.004783746081553029,-0.004375223709545879,-0.003351889708943958,0.05726267267999739,-0.028025500147421993,0.005049631948065862,-0.020115020043399347
AUD,-0.03181661086440964,-0.008093453607320757,0.09016442291490505,0.05229419281015609,-0.007418208538989226,1.0,0.42962356800976,0.15361821564889258,0.07888024622250975,0.042355949866485755,0.09491248228318365,0.06346844818308056,-0.03741611727228975,0.06448259472105974,-0.05584936931848469,0.09838978712974877,0.05724101102178408,-0.04523419002757,0.12908838000898398,0.02502782638293697,-0.031042635206615373,-0.03730720908766229,-0.05290254032209904,0.046817737693420264,-0.03793501307109398,-0.06632605503047904,0.11381181193338433,-0.009915836832570269,0.05231943140569862,0.09123692364343115,-0.06948185302917523,0.016217990229250356,0.06755168339651674,0.09477708165456669,-0.048394669430733665,0.05342518720107067,-0.04327717171414427,0.07188038063926011,-0.0629431211962505,0.005057278107217611,-0.05546827893482587,-0.027445386330101303,-0.02357450488090493,-0.06280889745505823,0.08167168882886497,0.03711690291956478,-0.0071274608108089915,-0.007283646986470028,0.0025124006751189643,-0.07340929593858586,-0.14894448019603349,-0.10915146800976058,-0.12228078555494826
AUD,0.03575926172468801,0.06229977953981084,0.15905037750906384,0.100296114309456,0.036441870892332466,0.42962356800976,1.0,0.1867659180855926,0.03477129740476996,-0.06792651159159913,0.03153996369161277,-0.014432910634616394,0.051831890783951305,0.07014574534287539,-0.10419768126628808,0.032112337211701474,-0.015074504303496274,-0.02888991782745463,0.05478685641756497,-0.009996660983969879,-0.0020735763978454924,0.021232554075438583,-0.010660552307395606,0.0010014679155916108,-0.04122660944720293,-0.1640093314733342,0.20320360085961622,-0.13325575459637037,0.03091952892222353,0.05550663569713812,-0.12258890063300629,0.017229111078843777,0.09701684621435633,0.04460252658728401,-0.15475400919178037,0.08900754289075559,-0.020341227792842406,0.11407010865495998,0.005026822694637916,-0.01984438171210731,-0.05564710073669081,0.052484354953775396,-0.07944179335305308,-0.12782823969232102,-0.004475776878585335,-0.024060695107838308,-0.04964715144954321,-0.07413616036347884,-0.16411982806295833,0.011235493694284338,-0.1454186263088413,-0.020609787946492986,-0.0681481628995397
SM,-0.00129056414206464,0.07054634686008113,0.08263408331671578,0.019129764498256017,0.0036271613823706896,0.15361821564889258,0.1867659180855926,1.0,0.18546364614919364,-0.005971759638512293,0.1690902746531832,0.04235188991411377,0.01756696720931191,0.0716882641467428,-0.0813389055258929,0.22218463142543715,-0.038123827261999824,0.014888037398922575,0.06678202535453574,-0.024842351438741608,0.015186568363756247,-0.010455554822861977,0.017222457418242916,-0.01255124239127212,-0.0023147721707121567,-0.061261463960491265,-0.009873355972211874,-0.019240966159431938,0.002917647704011934,0.014252897406895063,-0.0028171324197088943,-0.016985424239585142,0.06069862609371915,0.03917029884463885,-0.035962441409649146,-0.037828921860057166,-0.027970110818797887,0.08513026467457305,-0.0014605028395956229,-0.049280834292897195,-0.07894007333666636,0.029498061205089885,-0.10306301830919339,-0.05529823218429905,-0.03422587011797548,-0.042188009569756865,-0.019332654800412064,-0.08394807982726689,-0.04595085527151561,-0.03818538655776795,-0.06909963367782457,0.02160044374768504,-0.024123898763758405
SM,-0.05556234938223463,-0.020559789247927767,-0.005245138470134022,-0.03245082490578583,0.013424425946432476,0.07888024622250975,0.03477129740476996,0.18546364614919364,1.0,0.21439641067307974,0.38113873065732473,0.30861433122357784,0.0637334439332444,0.1015560892184134,0.057810040830249224,0.2087890328939955,-0.019690157760610796,-0.014537741373466168,0.02960711204399271,-0.016331858067319082,-0.018911241506221088,-0.030174275740813647,-0.028682746256612487,-0.0025222351401821383,0.007984559030969505,-0.027717096473104164,-0.07931679310383488,-0.02643704281977246,-0.0375662284104271,-0.0448346478367395,-0.0476340262126027,0.0018176229201523019,0.03422213003216818,0.039435620124810535,-0.017320205887707857,-0.0279027198987908,-0.025665963185565785,0.05248555960285345,-0.03232968017169361,-0.0801236777213277,-0.09098730789938615,0.029055033906072846,-0.05192390079593013,-0.009112102604515353,-0.0217595900942979,-0.01851551885756164,0.006752525114256722,0.01308609300805061,-0.00550624759194655,-0.056431994181983185,-0.08694082632981832,-0.02016645401848766,-0.034247125952130454
SM,-0.08045585707044675,-0.1283806495703669,-0.1254726792167154,-0.1011927346976997,-0.036467918879308794,0.042355949866485755,-0.06792651159159913,-0.005971759638512293,0.21439641067307974,1.0,0.2063523910326921,0.4192519124577266,-0.09218371433157507,0.10842830168805231,0.13886478876858027,0.09317368505550958,-0.005161326706501479,-0.0657690762566068,-0.05134988452140804,-0.0019113438083137309,-0.07128619416903462,-0.1635265910746457,-0.0774534709178265,-0.0005997741974670313,-0.07460762252722708,-0.0008497914914771688,-0.15470597900629887,0.04623801238359706,-0.041900319304414846,-0.07566040833388256,-0.044462196290172236,-0.03794339379072819,-0.04728264266389044,0.04115409384602802,-0.04178264890576007,0.00451002960456883,0.020400530650386307,-0.011055409042809607,-0.10904995918327903,-0.051658954887264096,-0.06528887398406813,-0.08220361751167701,0.02522889563201348,0.03409442945178443,-0.022892979152335943,0.004565060893622567,0.0036567997187012804,0.18449617978529298,0.07771802980008832,-0.12428887996047057,-0.01720425018956925,-0.11753860577465554,-0.0543795157962812
