,SC,SC,SC,SC,SC,AUD,AUD,SM,SM,SM,SM,SM,SM,SM,SM,SM,VIS,VIS,VIS,VIS,VIS,VIS,VIS,VIS,VIS,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,DM,DM,DM,DM,DM,DM,DM,CB,CB,CB,CB
SC,1.0,0.2840367015880874,0.25785363229160824,0.4692934071035954,0.3065611596890611,-0.22752055497076523,-0.06377461733749618,-0.20099428236200556,-0.22977038937544453,-0.2596777717559146,-0.24575483889280084,-0.2947059313891834,0.1001608371310761,-0.17267104137768235,-0.32489273726608786,-0.24851094035903182,-0.28635605044570805,-0.13125630013435244,-0.1303513054836863,-0.31719585414264695,-0.19764608609298526,0.0647765011282076,-0.1866151949532397,-0.2789543969324488,-0.02548605400043465,0.0031761380845119536,0.18983622225342162,0.1382868810487158,0.021322153917374395,-0.01257386169882325,0.03829543621422633,-0.06799242734696302,-0.24000944653743564,-0.010462448117802368,0.14865434695728608,0.011859632478238976,0.14826016963446165,-0.10412869397859656,0.2812926279373974,0.013981526320777858,0.1404724367789013,0.15787067338209612,-0.15212591857653984,0.019403118455241196,0.1507754593555707,-0.03416886528752805,0.14289228433224824,-0.23835963660504605,-0.013817137017772629,0.20231082085839713,0.17243373799313227,0.22416125225124267,0.22211058913927245
SC,0.2840367015880874,1.0,0.2933632476091828,0.30368052201426743,0.18010880537881702,-0.1645667633065941,0.017766140315797294,-0.08122204583282652,-0.15454861704048034,-0.24765296926476738,-0.16535378893190839,-0.2110341184790766,0.09053427580416287,-0.11498972715204686,-0.25490680116508396,-0.171666763929099,-0.18118315724019027,-0.08068566398973641,-0.12712128047694563,-0.19974814142255432,-0.08318268873738704,0.10990947930677855,-0.10010005181522873,-0.15811037168173894,-0.012670930652353318,-0.09288809964239876,0.12164960990329977,0.01896743262018032,-0.02519070751001056,-0.025479174251829568,-0.03329143808234965,-0.08174423803710007,-0.13769116865668163,-0.007319575741880028,0.054648631125060916,0.010422209667742956,0.0639880650548661,-0.0661526711153911,0.21656634944169456,-0.01831261938966491,0.07756674330164331,0.21912899814776213,-0.13591518448088288,0.021391012465988665,0.026547591344204993,-0.06404116962338834,0.053389863871259345,-0.2235732449510652,-0.0899087993832745,0.13586737932568896,0.03951534679392764,0.2799341958320029,0.1633232600337031
SC,0.25785363229160824,0.2933632476091828,1.0,0.4176782800356326,0.22960324220605266,-0.11291387327601791,0.07585145040625955,-0.055261977119343886,-0.17516844726718095,-0.24746954034220525,-0.1801821491426993,-0.24441531046375609,0.1035420545164228,-0.09636338274709551,-0.25470695151285744,-0.20393508819613768,-0.16700112096158823,-0.11981868455601681,-0.03401451208633037,-0.19906375349868644,-0.09685548041953822,0.11271673497742864,-0.11672310022176255,-0.14921631366643986,-0.03578343751262028,-0.07301041167938507,0.2545396092757045,0.03481653144635363,0.05517372319148945,0.054628099243258496,0.026066050458308915,-0.0625723327209041,-0.10845297889714811,0.0023004278918365016,0.07767900819473136,0.010762474834732647,0.11563280611645882,-0.025148713611858654,0.21307347625480105,0.012222989429666861,0.07153698044536212,0.15753659422172236,-0.135217306007736,-0.029530476296557143,0.11638819949373859,0.003944691749010414,0.030605455155432306,-0.19555599367416604,-0.03110042281260063,0.13838385398712885,-0.028876714896137343,0.16718135174575494,0.1322842875680081
SC,0.4692934071035954,0.30368052201426743,0.4176782800356326,1.0,0.2848122909364038,-0.15692346340397295,-0.0014805982049062008,-0.15659669453476072,-0.21013466591408808,-0.2409977215990395,-0.22052504149217353,-0.27612191641072975,0.10009703212290028,-0.11858269531263642,-0.26041143578684545,-0.23188561984093198,-0.2330587865413267,-0.13324797496400853,-0.06405257198262915,-0.27473198624796713,-0.1658576656575388,0.09611174306987341,-0.16232865619207526,-0.23654055284076636,-0.05538575902193077,-0.036052004186451415,0.24518151733558544,0.12502591669647237,0.04499981556372656,0.03404327304222759,0.012950275570651424,-0.07338600861251225,-0.17765295740122486,0.025302595888602137,0.14299509324202225,0.028837971661888378,0.21742991267302325,-0.0632368119360515,0.2491860806612438,0.012862783111957774,0.12186203775201378,0.11816837665655958,-0.12352475032662741,0.011524555998946386,0.19794125175045912,-0.0332744388010262,0.149150605560649,-0.19550489373392435,0.022017958386627356,0.16707790423830043,0.08810566642651821,0.19115205904510973,0.17085595231674125
SC,0.3065611596890611,0.18010880537881702,0.22960324220605266,0.2848122909364038,1.0,-0.1129079259810469,-0.02773859355806847,-0.09281952119845534,-0.11795947692558628,-0.12681738871488488,-0.14128903014151276,-0.1752739295785432,0.06935378844613875,-0.03980478679724185,-0.17761839013511646,-0.16026063847939298,-0.1488423539055645,-0.1071731596896263,-0.019974206743890405,-0.17279744577692424,-0.1462419721253925,0.041758861960544305,-0.12677249588816483,-0.14113697062164296,-0.044818829434679526,-0.03633606305175334,0.13860094701640757,0.06065212142978754,-0.002019657583195022,0.019415517897568554,0.001655877093908929,-0.02534017015246571,-0.13997890627402407,0.01556298957861959,0.1071890066197358,-0.013683192712788797,0.1673435334547125,-0.05462791306044213,0.13861461124450397,-0.02345485746766287,0.04198656759529298,0.10741604986304909,-0.07030015623027769,0.015894673050516957,0.08166588173717317,0.04814579243957823,0.03858746222861831,-0.0934548250722399,0.03102641648094784,0.13968721565500733,0.12117409821495205,0.10932040977573237,0.17211407443286642
AUD,-0.22752055497076523,-0.1645667633065941,-0.11291387327601791,-0.15692346340397295,-0.1129079259810469,1.0,0.3791406002409097,0.3080786186824405,0.2915713763201459,0.2649143607582661,0.300355276841304,0.32772924517255086,-0.004736086938471932,0.19315741344475842,0.1981080266527473,0.27854182777808045,0.18941504756238592,0.01839105327680778,0.17233289525775952,0.1745860704974527,0.09121634748874179,-0.11564961377878316,0.07468008845745401,0.17647640374710793,0.016424566836558293,-0.04433606168818205,0.0005010837560091621,-0.13089115142505497,0.027074471926318153,0.08359463098570541,-0.05193165032616492,0.12002005140378141,0.2220892284197967,0.08185533942271218,-0.14100471303117132,0.040148345358116594,-0.10375321847490072,0.1853359514261399,-0.19291940798269538,0.02920260412493084,-0.13365785217058154,-0.18493921286612994,0.03286330114988384,-0.0882929009625409,-0.08196168796491236,0.021376515711781938,-0.08628773762399995,0.15692023338813982,-0.025544744153562855,-0.21514959452629862,-0.2317505624888653,-0.27476519934349497,-0.2390847375278362
AUD,-0.06377461733749618,0.017766140315797294,0.07585145040625955,-0.0014805982049062008,-0.02773859355806847,0.3791406002409097,1.0,0.2873544168456401,0.11145305949461927,0.04100990834625925,0.1083233110297181,0.07695379333014024,0.10870850228367297,0.12004214934633357,-0.011796212665761044,0.11431999714187945,-0.01630630562699217,-0.07544630591465556,0.06452029962534425,-0.014426467630879293,0.011178199436103169,-0.035272134384274775,-0.031659369778296344,0.010659464395626308,-0.011952830450893901,-0.14527213169659844,0.17620187555610572,-0.14377519238173522,0.06233839420520087,0.08330234756138424,-0.08208297415262052,0.05754298222531363,0.12832278718077772,0.09074565260083932,-0.15830813770106725,0.10591531988724703,-0.05081212569245913,0.16263372818570818,-0.014828041059249343,0.04156487604352391,-0.037991039477703686,-0.012478073576584243,-0.06472370311988764,-0.14500622221329967,-0.06279460971613028,-0.06194178160508065,-0.11076024029541852,-0.01754511616650076,-0.18948045313767717,-0.04504417756447205,-0.14209418006984956,-0.08210619600769731,-0.08499780271867231
SM,-0.20099428236200556,-0.08122204583282652,-0.055261977119343886,-0.15659669453476072,-0.09281952119845534,0.3080786186824405,0.2873544168456401,1.0,0.3490249463246149,0.1844471449162405,0.34405448296118835,0.23526996444721948,0.00848373385399595,0.2158997792112033,0.12675664961689836,0.30385059184757407,0.11878916349688945,0.09502644521258506,0.11244708776799849,0.1637621444369229,0.14906433125032392,-0.019496920446257445,0.10977200036008461,0.17259733288924448,0.02923806893475299,-0.12453182223407505,-0.08637105141288635,-0.14212972567012666,-0.010791283507000203,0.008496208860972425,-0.08771978678152875,0.016128372788848405,0.2026399249390919,0.06384681962821885,-0.17614685241771733,-0.027162341639717303,-0.13956955515879418,0.136364557128161,-0.154910125693676,-0.06797042515180779,-0.16391657615981797,-0.05375727759868261,-0.041772087630799946,-0.08459197684483527,-0.16425467956573991,-0.017972616218910227,-0.09379631311437682,0.050312561077022165,-0.10135656325105134,-0.1394141429435522,-0.17261329722036964,-0.12718566452127023,-0.1614849787751764
SM,-0.22977038937544453,-0.15454861704048034,-0.17516844726718095,-0.21013466591408808,-0.11795947692558628,0.2915713763201459,0.11145305949461927,0.3490249463246149,1.0,0.33241509981740985,0.5615362419878841,0.4643135307396876,-0.021644975067092738,0.23686728752087496,0.23923015838957004,0.40003749110847825,0.2130822511714367,0.13964916666115199,0.12488137478803692,0.24621485132208726,0.18643410087560958,-0.0937992135079296,0.14389188304090256,0.2178920536741153,0.07419065118572833,-0.052437352509368984,-0.17631890649483234,-0.14009024739222597,-0.10013921108910576,-0.018194284161364378,-0.08538972967944727,0.04061848114217304,0.26079589631499095,0.021757821750265142,-0.16766455122114038,-0.027135761334793815,-0.1403628249745424,0.15171212787008573,-0.20425973983617146,-0.059790404652225806,-0.18957095965599471,-0.10875514439860454,0.017553207683692593,-0.06516098284500073,-0.1688589617576261,-0.030253714628862526,-0.10760480382528363,0.15294892783556682,-0.04421550909051771,-0.19799031099936157,-0.1780549445923925,-0.20242163746687075,-0.21999144841899998
SM,-0.2596777717559146,-0.24765296926476738,-0.24746954034220525,-0.2409977215990395,-0.12681738871488488,0.2649143607582661,0.04100990834625925,0.1844471449162405,0.33241509981740985,1.0,0.3414821786437761,0.5612019623782653,-0.18580314518635072,0.19010625338101758,0.34940332072215463,0.2918581371435627,0.2161698061253157,0.08997246922006856,0.10695212054445495,0.26022956040553186,0.1335151797833045,-0.13417710821279816,0.10359996580613756,0.2206102915715655,0.018441490993686242,-0.010849353244776334,-0.21745596535342004,-0.08012640821468685,-0.05648498186142448,-0.021082209419445056,-0.07023458455832042,0.033931081407914,0.14608064129592627,0.050685147246285804,-0.1410902095039783,-0.03987801871394537,-0.12074343843198546,0.08503154140313073,-0.2909060661122586,-0.044085601721008144,-0.16242258502546122,-0.20769181615610716,0.06806236151788997,-0.017243732890737287,-0.16369809208627512,0.05990177765577044,-0.1046550311472952,0.3183580689982317,0.04560965754188253,-0.20681164217568826,-0.1386152397819152,-0.2406533274991293,-0.24764558216792332
