,SC,SC,SC,SC,SC,AUD,AUD,SM,SM,SM,SM,SM,SM,SM,SM,SM,VIS,VIS,VIS,VIS,VIS,VIS,VIS,VIS,VIS,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,DM,DM,DM,DM,DM,DM,DM,CB,CB,CB,CB
SC,1.0,0.12426618615154816,0.13068919396240133,0.31449881794365664,0.23310228575632644,0.04992015410690946,0.09054781639235356,0.04921352749922007,0.010789838812846349,-0.04284079164073928,-0.014007379264898579,-0.052002797059479876,0.059402525093154634,0.0447935609776518,-0.103987711492026,-0.01534963185667891,-0.11198657799293098,-0.051243190443242354,-0.049579968443428137,-0.10048918277255857,-0.07119685175327561,-0.015467704722597633,-0.07726642994775411,-0.08760232872495924,-0.013526305220867136,-0.04829689019280868,0.1316840279938368,-0.028598772828217683,0.02273186840281808,0.009013064461689655,-0.01605891666274429,0.029579233272131685,0.01495142590545434,0.027339207947543333,-0.047499530013256894,0.05592829849829057,0.06016577096564121,0.015336271904048907,0.10180694266888957,0.03860747118372735,0.027345552537825637,0.035213848236188276,-0.11116394579317647,-0.08612935061748801,0.044072493385066566,-0.04206729321192893,0.03202112316076898,-0.08271952187030567,-0.09247273578230354,0.022137790548693317,-0.04666087817031609,0.014760514120499234,-0.004897839986618092
SC,0.12426618615154816,1.0,0.2617499563694225,0.20336961376089246,0.12108371553295898,0.07000739736040001,0.13343875228540256,0.14079256678484212,0.0960318764067838,-0.10041484388645873,0.04841776666238515,0.006654967015123188,0.12275601818774737,0.07787329072393388,-0.11073331956686874,0.04469295919254758,-0.09400844102354747,-0.05370328426498221,0.009929702149318785,-0.11299872183595552,-0.02891507013832648,0.024889225967299672,-0.04659190173473418,-0.08000284890526162,0.021819513910317567,-0.11583206635921141,0.12671116668052185,-0.10907426114190072,0.026125209568825032,0.03741941098103372,-0.015182979396155805,0.001692415543641278,0.0912075545779306,0.031550763589944776,-0.08712959273106922,0.017827713106463475,0.05686209211803083,0.09576108623575391,0.05565266871007365,-0.005670364745312804,-0.050769610852503644,0.14846209997249937,-0.11838169144951186,-0.09005807354306433,-0.06256873908636106,-0.054903255862667415,-0.06126747175734027,-0.0956366768908039,-0.16423483914310874,0.03391097025111282,-0.11086080643488792,0.10328423738929614,0.002708172250279394
SC,0.13068919396240133,0.2617499563694225,1.0,0.3257424822397296,0.23452436863150733,0.20317488372563478,0.2655594065900475,0.17978364509638942,0.1211253528103617,-0.07449457979495733,0.07734548210676322,0.01882380264245679,0.14830969112385817,0.12316921832222377,-0.12385524937946005,0.027002031110475732,-0.15926036815930064,-0.1143311523748783,0.0406952086921803,-0.15623993967184807,-0.05140245684333645,0.04556959507202547,-0.07229444424452963,-0.11684600737432113,0.02725704191886915,-0.1296524572762386,0.2458562165130401,-0.11892190964286259,0.07338201073680357,0.09485977905380766,-0.006217678283688734,0.0412286015041256,0.13892429378546628,0.05165372412558443,-0.1352113541969768,0.060152815429752676,0.08837959857543855,0.18317157889536612,0.06270295219138375,0.06235758730232619,-0.047605336417081014,0.17716230512771375,-0.18520604473254018,-0.13438414373139088,-0.05953961101519595,-0.02422452182406285,-0.08607226227566846,-0.10196559692521,-0.18859894630230523,0.024699043564880188,-0.1739968021233841,0.04323039453891466,-0.05176351399414973
SC,0.31449881794365664,0.20336961376089246,0.3257424822397296,1.0,0.2122020188334647,0.1409074136760643,0.187704710349255,0.09094617474097669,0.081064557843143,-0.02525685813629011,0.055219742098048,0.018700999106878488,0.10696570369213514,0.08508417034493314,-0.0730784167446816,0.05309620165534167,-0.13214018999508217,-0.11356586609030139,-0.011256188072776039,-0.14866416805028607,-0.08776195427096975,0.005190680060530164,-0.0789300696158817,-0.1204604568987911,0.018749136399439984,-0.08878230585909928,0.21684229366803912,-0.08945661848543078,0.02313606209416954,0.05876559599467146,-0.01480836949113745,0.046642491997108515,0.10282910351307316,0.04100858485157923,-0.07029006199700043,0.07353235438311757,0.17255737240687333,0.0773162018947753,0.07074441098601962,0.031626418373733256,-0.02248106812008167,0.047345122461482946,-0.135923452286034,-0.13232676248307287,0.014910369444473194,-0.03404193249637613,-0.001489808758474447,-0.0720646817138082,-0.1422019371460573,0.04297312387486037,-0.12023720056603024,0.005065125381442459,-0.04084838796309096
SC,0.23310228575632644,0.12108371553295898,0.23452436863150733,0.2122020188334647,1.0,0.11386885237458821,0.10461565867487384,0.07622787961282805,0.07486976363993703,0.006129462487184036,0.04701486584658364,0.006291275567528663,0.050627476713524744,0.12448232171571731,-0.030518275419850905,0.009730395937739526,-0.05607802200024182,-0.06935811129855024,0.05516510998805205,-0.06542583144847368,-0.053909967750107875,0.0276396800049977,-0.08636629432436262,-0.01949528786959537,0.0001090042054824794,-0.03363446932624613,0.1689503185733615,-0.04686189739092433,0.03973988464688443,0.048294558293765354,0.002918161134420196,0.04544238735652947,0.07284613818043485,0.03390270828057577,-0.0376419539216043,0.05085815790333978,0.08554930674923347,0.06973180142927599,0.041974829600511465,0.019496471789951383,-0.023682578229336015,0.0685750245891277,-0.05794628915863247,-0.056060634791372695,-0.015944248985730502,0.04999395198456772,-0.04611756369908531,-0.016402139197160905,-0.07687524586983618,0.06408557514770098,-0.0660017243450709,-0.00613916953707013,-0.023474230487775125
AUD,0.04992015410690946,0.07000739736040001,0.20317488372563478,0.1409074136760643,0.11386885237458821,1.0,0.4503460512055085,0.24801784680291103,0.1555026723955719,0.046438838481230336,0.16392005604623283,0.12339915613790108,0.0858518939388741,0.15594049421084905,-0.03125065452467689,0.12714790862998077,-0.12387065966904237,-0.15495298828553583,0.09081727088079547,-0.12264038496005622,-0.1156333988850368,-0.050034690705021236,-0.12217896299966172,-0.08224563422855839,-0.024445947041887982,-0.12532444888923752,0.21932289818659137,-0.13207501126026863,0.07085002409335751,0.13223170482948243,-0.07342629181783654,0.08547973374192801,0.1727592724146579,0.09699557630346867,-0.17205237374895235,0.13894955550777907,0.014733633330724291,0.18846757010624526,0.01414324035389588,0.04861169714407057,-0.06226575474715365,0.02438847195900873,-0.14005889687870682,-0.19536939339057363,-0.029039712128068957,-0.03428888849580271,-0.07700576633821252,-0.027578973530816914,-0.18470746950962671,-0.04004188575072078,-0.21099123838142578,-0.1087946089390453,-0.12323220367138295
AUD,0.09054781639235356,0.13343875228540256,0.2655594065900475,0.187704710349255,0.10461565867487384,0.4503460512055085,1.0,0.30859405831616815,0.17416259674069146,-0.00895564837837011,0.15911773971244447,0.1050005932209401,0.21005134299562017,0.16836776055845765,-0.07640704097347781,0.13096931865808356,-0.24304781440222936,-0.17367367713558762,-0.00803753412835584,-0.2128283644748729,-0.11836625247465243,-0.03111911251273722,-0.11657047529491021,-0.16544050873644123,-0.011844861431576422,-0.24191073486067732,0.2868268049921268,-0.22612797886658687,0.06082298535730982,0.09290450569253085,-0.10249506056560849,0.08705877749536974,0.2213455136757732,0.0768165098712136,-0.26419463934517023,0.1688071365478589,0.0029281978110783156,0.25983372588217984,0.06754534779219154,0.046605585121892744,-0.07506606790657845,0.11315292155787358,-0.24427955084623945,-0.28958978716944295,-0.11080609510870693,-0.1303114048406411,-0.10465328873573189,-0.12309008213441232,-0.35399389338465687,0.04031165725596381,-0.21070229136421142,0.004017180550744231,-0.04145064432009143
SM,0.04921352749922007,0.14079256678484212,0.17978364509638942,0.09094617474097669,0.07622787961282805,0.24801784680291103,0.30859405831616815,1.0,0.23765323170870736,0.008766739629348888,0.2109144181074539,0.06917142949647465,0.11775786238178625,0.16016465635107718,-0.057457434752921956,0.20566355027479427,-0.17306007669022505,-0.1015597521224013,-0.023225362303559722,-0.13391974717309776,-0.05236624269638984,-0.01780592027429536,-0.06423091292117357,-0.10197571823772744,0.0006274107469292462,-0.1616764824796535,0.0927569715390621,-0.12496170388992302,0.03593901531912745,0.038980240812068384,0.002433217895349114,0.020433731063396618,0.16139341460192747,0.040248614520720025,-0.17846443477295512,0.010824722652243312,0.027073432922644892,0.1830209574686909,0.03247418247541993,0.0007826689684618098,-0.10577913792754723,0.08613670335772157,-0.19912038271156837,-0.17060480027587216,-0.13817481192773146,-0.11444645597172069,-0.06797088273101812,-0.11112051336341494,-0.22471743333056685,-0.039858602341936604,-0.12871869957413415,0.0036586192455287953,-0.030628249532325298
SM,0.010789838812846349,0.0960318764067838,0.1211253528103617,0.081064557843143,0.07486976363993703,0.1555026723955719,0.17416259674069146,0.23765323170870736,1.0,0.15520778474046004,0.348730757967752,0.24847047493119684,0.18903221860185546,0.13888323498522268,0.022913300537823426,0.22765213357318645,-0.16314882392073676,-0.11144950268164405,-0.006461123340120875,-0.13306024922812446,-0.08917229127421,-0.0772782461345808,-0.08814062383206538,-0.11378418006317612,0.007163021112445324,-0.10188124991549209,0.02771394312745643,-0.11329001359775107,-0.018469482541681344,0.005483706197976833,-0.03351471149575874,0.05253340349332817,0.14540281086207008,0.011465897483156665,-0.10337142334329417,0.022358826318618172,0.005640551631933863,0.16930716991022232,0.01008095909122394,-0.03948851800628907,-0.0922879517092488,0.03752805025986771,-0.14652752173450564,-0.1479018573963247,-0.10420995878033597,-0.09327071966154696,-0.039157768287861036,-0.021105546798061633,-0.17993991966968975,-0.02743875306063078,-0.12092068249342686,-0.008745506085693926,-0.02105628153411456
SM,-0.04284079164073928,-0.10041484388645873,-0.07449457979495733,-0.02525685813629011,0.006129462487184036,0.046438838481230336,-0.00895564837837011,0.008766739629348888,0.15520778474046004,1.0,0.16059621159629833,0.34399494406759745,-0.054553463023158964,0.08052777558382994,0.1636907383560009,0.05198261450272627,-0.050243412497736686,-0.05966736685485783,-0.01734579985641904,-0.025516731247027132,-0.10557679079486522,-0.11467101185834072,-0.06637454768783974,-0.03973549194463943,-0.001145221174527511,0.009566272255341094,-0.12408645869324707,0.012795283079113498,-0.009822045192097064,-0.027752405889403267,-0.028672498801176137,-0.0016080230142701303,0.005030480383253092,0.01259755874142218,-0.04924122065495842,0.027145045842125928,-0.029564409510452885,0.0005967905971090114,-0.09199519895576175,0.0005601106453884475,-0.04270062351814597,-0.10373214318083387,-0.016322214600547717,-0.026088115113878277,-0.07445882457997556,-0.005574235915429702,0.009126965949188031,0.1586774622172922,0.02077015050492568,-0.0573805395841642,-0.0024666953571853786,-0.09323987026647021,-0.030384937270006514
